date,product,sales,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14
2019-01-25,Socks & Tights,179,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0,1.0,243.0,96.0,179.0,161.0
2019-01-25,Swimwear,103,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0,1.0,243.0,96.0,179.0
2019-01-25,Underwear,249,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0,1.0,243.0,96.0
2019-01-25,Underwear/nightwear,2,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0,1.0,243.0
2019-01-25,Unknown,12,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0,1.0
2019-01-26,Accessories,443,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0,12.0
2019-01-26,Bags,1,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0,447.0
2019-01-26,Cosmetic,4,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0,1.0
2019-01-26,Garment Full body,553,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0,561.0
2019-01-26,Garment Lower body,854,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0,864.0
2019-01-26,Garment Upper body,2225,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0,2136.0
2019-01-26,Items,1,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0,1.0
2019-01-26,Nightwear,103,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0,102.0
2019-01-26,Shoes,171,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0,179.0
2019-01-26,Socks & Tights,204,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0,179.0
2019-01-26,Swimwear,92,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0,103.0
2019-01-26,Underwear,256,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0,249.0
2019-01-26,Underwear/nightwear,1,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0,2.0
2019-01-26,Unknown,12,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0,12.0
2019-01-27,Accessories,390,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0,443.0
2019-01-27,Cosmetic,1,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0,1.0
2019-01-27,Garment Full body,506,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0,4.0
2019-01-27,Garment Lower body,833,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0,553.0
2019-01-27,Garment Upper body,2045,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0,854.0
2019-01-27,Items,1,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0,2225.0
2019-01-27,Nightwear,83,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0,1.0
2019-01-27,Shoes,176,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0,103.0
2019-01-27,Socks & Tights,167,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0,171.0
2019-01-27,Swimwear,110,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0,204.0
2019-01-27,Underwear,237,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0,92.0
2019-01-27,Underwear/nightwear,1,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0,256.0
2019-01-27,Unknown,12,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0,1.0
2019-01-28,Accessories,366,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0,12.0
2019-01-28,Bags,1,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0,390.0
2019-01-28,Cosmetic,1,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0,1.0
2019-01-28,Garment Full body,528,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0,506.0
2019-01-28,Garment Lower body,776,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0,833.0
2019-01-28,Garment Upper body,1925,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0,2045.0
2019-01-28,Items,1,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0,1.0
2019-01-28,Nightwear,95,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0,83.0
2019-01-28,Shoes,157,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0,176.0
2019-01-28,Socks & Tights,136,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0,167.0
2019-01-28,Swimwear,115,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0,110.0
2019-01-28,Underwear,208,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0,237.0
2019-01-28,Unknown,13,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0,1.0
2019-01-29,Accessories,422,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0,12.0
2019-01-29,Cosmetic,2,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0,366.0
2019-01-29,Garment Full body,543,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0,1.0
2019-01-29,Garment Lower body,885,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0,1.0
2019-01-29,Garment Upper body,2113,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0,528.0
2019-01-29,Items,1,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0,776.0
2019-01-29,Nightwear,90,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0,1925.0
2019-01-29,Shoes,191,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0,1.0
2019-01-29,Socks & Tights,157,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0,95.0
2019-01-29,Swimwear,99,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0,157.0
2019-01-29,Underwear,231,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0,136.0
2019-01-29,Unknown,11,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0,115.0
2019-01-30,Accessories,418,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0,208.0
2019-01-30,Garment Full body,550,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0,13.0
2019-01-30,Garment Lower body,844,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0,422.0
2019-01-30,Garment Upper body,2023,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0,2.0
2019-01-30,Items,1,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0,543.0
2019-01-30,Nightwear,89,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0,885.0
2019-01-30,Shoes,176,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0,2113.0
2019-01-30,Socks & Tights,156,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0,1.0
2019-01-30,Swimwear,106,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0,90.0
2019-01-30,Underwear,240,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0,191.0
2019-01-30,Unknown,10,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0,157.0
2019-01-31,Accessories,408,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0,99.0
2019-01-31,Bags,1,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0,231.0
2019-01-31,Cosmetic,2,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0,11.0
2019-01-31,Garment Full body,511,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0,418.0
2019-01-31,Garment Lower body,819,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0,550.0
2019-01-31,Garment Upper body,2001,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0,844.0
2019-01-31,Items,1,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0,2023.0
2019-01-31,Nightwear,92,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0,1.0
2019-01-31,Shoes,163,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0,89.0
2019-01-31,Socks & Tights,164,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0,176.0
2019-01-31,Swimwear,100,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0,156.0
2019-01-31,Underwear,224,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0,106.0
2019-01-31,Underwear/nightwear,1,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0,240.0
2019-01-31,Unknown,13,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0,10.0
2019-02-01,Accessories,436,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0,408.0
2019-02-01,Bags,1,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0,1.0
2019-02-01,Cosmetic,3,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0,2.0
2019-02-01,Garment Full body,588,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0,511.0
2019-02-01,Garment Lower body,887,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0,819.0
2019-02-01,Garment Upper body,2192,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0,2001.0
2019-02-01,Interior textile,1,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0,1.0
2019-02-01,Items,1,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0,92.0
2019-02-01,Nightwear,101,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0,163.0
2019-02-01,Shoes,199,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0,164.0
2019-02-01,Socks & Tights,164,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0,100.0
2019-02-01,Swimwear,103,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0,224.0
2019-02-01,Underwear,235,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0,1.0
2019-02-01,Unknown,10,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0,13.0
2019-02-02,Accessories,436,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0,436.0
2019-02-02,Cosmetic,1,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0,1.0
2019-02-02,Garment Full body,557,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0,3.0
2019-02-02,Garment Lower body,852,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0,588.0
2019-02-02,Garment Upper body,2214,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0,887.0
2019-02-02,Items,1,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0,2192.0
2019-02-02,Nightwear,96,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0,1.0
2019-02-02,Shoes,190,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0,1.0
2019-02-02,Socks & Tights,179,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0,101.0
2019-02-02,Swimwear,110,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0,199.0
2019-02-02,Underwear,242,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0,164.0
2019-02-02,Unknown,13,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0,103.0
2019-02-03,Accessories,438,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0,235.0
2019-02-03,Cosmetic,2,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0,10.0
2019-02-03,Garment Full body,621,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0,436.0
2019-02-03,Garment Lower body,940,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0,1.0
2019-02-03,Garment Upper body,2267,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0,557.0
2019-02-03,Interior textile,1,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0,852.0
2019-02-03,Nightwear,94,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0,2214.0
2019-02-03,Shoes,196,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0,1.0
2019-02-03,Socks & Tights,141,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0,96.0
2019-02-03,Swimwear,122,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0,190.0
2019-02-03,Underwear,246,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0,179.0
2019-02-03,Underwear/nightwear,3,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0,110.0
2019-02-03,Unknown,13,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0,242.0
2019-02-04,Accessories,363,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0,13.0
2019-02-04,Bags,1,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0,438.0
2019-02-04,Cosmetic,1,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0,2.0
2019-02-04,Garment Full body,518,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0,621.0
2019-02-04,Garment Lower body,769,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0,940.0
2019-02-04,Garment Upper body,1918,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0,2267.0
2019-02-04,Items,1,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0,1.0
2019-02-04,Nightwear,88,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0,94.0
2019-02-04,Shoes,174,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0,196.0
2019-02-04,Socks & Tights,146,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0,141.0
2019-02-04,Swimwear,107,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0,122.0
2019-02-04,Underwear,227,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0,246.0
2019-02-04,Unknown,12,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0,3.0
2019-02-05,Accessories,388,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0,13.0
2019-02-05,Cosmetic,1,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0,363.0
2019-02-05,Garment Full body,518,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0,1.0
2019-02-05,Garment Lower body,827,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0,1.0
2019-02-05,Garment Upper body,1936,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0,518.0
2019-02-05,Items,1,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0,769.0
2019-02-05,Nightwear,88,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0,1918.0
2019-02-05,Shoes,174,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0,1.0
2019-02-05,Socks & Tights,139,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0,88.0
2019-02-05,Swimwear,103,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0,174.0
2019-02-05,Underwear,228,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0,146.0
2019-02-05,Underwear/nightwear,1,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0,107.0
2019-02-05,Unknown,9,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0,227.0
2019-02-06,Accessories,379,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0,12.0
2019-02-06,Cosmetic,2,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0,388.0
2019-02-06,Garment Full body,511,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0,1.0
2019-02-06,Garment Lower body,818,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0,518.0
2019-02-06,Garment Upper body,1972,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0,827.0
2019-02-06,Interior textile,1,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0,1936.0
2019-02-06,Items,1,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0,1.0
2019-02-06,Nightwear,91,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0,88.0
2019-02-06,Shoes,151,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0,174.0
2019-02-06,Socks & Tights,157,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0,139.0
2019-02-06,Swimwear,100,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0,103.0
2019-02-06,Underwear,221,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0,228.0
2019-02-06,Unknown,8,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0,1.0
2019-02-07,Accessories,414,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0,9.0
2019-02-07,Cosmetic,1,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0,379.0
2019-02-07,Garment Full body,569,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0,2.0
2019-02-07,Garment Lower body,799,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0,511.0
2019-02-07,Garment Upper body,2015,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0,818.0
2019-02-07,Items,1,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0,1972.0
2019-02-07,Nightwear,87,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0,1.0
2019-02-07,Shoes,157,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0,1.0
2019-02-07,Socks & Tights,150,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0,91.0
2019-02-07,Swimwear,117,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0,151.0
2019-02-07,Underwear,221,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0,157.0
2019-02-07,Underwear/nightwear,1,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0,100.0
2019-02-07,Unknown,13,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0,221.0
2019-02-08,Accessories,404,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0,8.0
2019-02-08,Cosmetic,1,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0,414.0
2019-02-08,Garment Full body,535,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0,1.0
2019-02-08,Garment Lower body,806,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0,569.0
2019-02-08,Garment Upper body,1986,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0,799.0
2019-02-08,Interior textile,1,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0,2015.0
2019-02-08,Items,1,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0,1.0
2019-02-08,Nightwear,84,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0,87.0
2019-02-08,Shoes,149,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0,157.0
2019-02-08,Socks & Tights,166,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0,150.0
2019-02-08,Swimwear,105,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0,117.0
2019-02-08,Underwear,225,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0,221.0
2019-02-08,Unknown,12,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0,1.0
2019-02-09,Accessories,403,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0,13.0
2019-02-09,Bags,1,403.0,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0,404.0
2019-02-09,Cosmetic,4,1.0,403.0,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0,1.0
2019-02-09,Garment Full body,528,4.0,1.0,403.0,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0,535.0
2019-02-09,Garment Lower body,838,528.0,4.0,1.0,403.0,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0,806.0
2019-02-09,Garment Upper body,2109,838.0,528.0,4.0,1.0,403.0,12.0,225.0,105.0,166.0,149.0,84.0,1.0,1.0,1986.0
